conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d1ee1caa-1956-48f6-a009-318204bf908e,desarrollar modelos de aguas subterráneas,released,skill/competence,occupation-specific,elaborar modelos de aguas del subsuelo,Modelar el flujo de aguas subterráneas; analizar la temperatura y las características de las aguas subterráneas; identificar formaciones geológicas e influencia artificial.,http://data.europa.eu/esco/skill/2db2667c-bbaf-4e30-8640-c9a647bd2512 | http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af,llevar a cabo análisis del agua | analizar y evaluar información y datos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d1f73ae9-d348-4aac-b5d5-9b6d508401d3,tecnologías eficientes en el uso de los recursos,released,knowledge,cross-sector,eficiencia en el uso de los recursos | eficiencia de recursos,"Tecnologías sostenibles que permiten producir más valor utilizando recursos limitados, al mismo tiempo que reducen las repercusiones en el medio ambiente y limitan los riesgos de escasez.
	",http://data.europa.eu/esco/skill/103f7814-d262-4df6-a1b6-759bc51f76cb | http://data.europa.eu/esco/isced-f/0712,tecnologías sostenibles | tecnología de protección del medio ambiente
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d28bf3f7-4659-4405-9979-b1270c4c4322,encargarse de la ventilación de hornos,released,skill/competence,sector-specific,supervisar la ventilación de hornos | gestionar la ventilación de hornos,Encargarse de la ventilación de hornos específica para cada producto y de bajo consumo energético.,http://data.europa.eu/esco/skill/bdf2aa76-360d-429d-a967-bdb691f241fa,"manejar hornos, fraguas y equipos de secado"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2c81ad1-2439-43cf-9c63-204187b8f771,mitigar la pérdida de recursos,released,skill/competence,cross-sector,administrar recursos de forma eficiente | reducir la pérdida de recursos,Evaluar e identificar las posibilidades de utilizar los recursos de manera más eficiente y esforzarse constantemente en reducir el derroche de servicios públicos.,http://data.europa.eu/esco/skill/2aaad52d-599e-4e77-a681-bbc236825821 | http://data.europa.eu/esco/skill/cbe1b24e-00f3-4b17-94e9-1fcd34a11c3e,evaluar el impacto ambiental de la conducta personal | identificar oportunidades
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2c9c20e-ff2f-4684-bf93-1d04c78f698f,mantener sistemas de control de desalinización,released,skill/competence,sector-specific,reparar sistemas de control para desalinización,Mantener un sistema para obtener agua potable a partir de agua salina.,http://data.europa.eu/esco/skill/75d2ac62-700a-41d1-b920-5cd7aaa78553 | http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"manejar sistemas de control | manejar sistemas o equipos de tratamiento de petróleo, sustancias químicas o agua"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d3672a07-6a5b-49f4-bdd3-fcd539594556,biodiésel,released,knowledge,occupation-specific,biocombustible,El combustible diésel a base de aceite vegetal o grasa animal obtenido a partir de la reacción de los lípidos con los alcoholes.,http://data.europa.eu/esco/isced-f/0531,química
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d3a8ef9c-8572-438c-91dc-010537070be3,gestionar impacto ambiental,released,skill/competence,cross-sector,gestionar efectos en el medio ambiente | minimizar el impacto ambiental,"Aplicar medidas para minimizar los efectos biológicos, químicos y físicos de la actividad minera en el medio ambiente.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,cumplir las leyes y normas sobre protección medioambiental
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d483ae95-5f25-4601-ba97-113bbb7a31b0,supervisar el plan de gestión ambiental de granjas,released,skill/competence,sector-specific,supervisar el cumplimiento del plan de gestión ambiental de granjas | garantizar el cumplimiento del plan de gestión ambiental de granjas | administrar el plan de gestión ambiental de granjas | gestionar el plan de gestión ambiental de granjas,Identificar las designaciones y directivas ambientales relativas a una granja determinada e incorporar sus requisitos al proceso de planificación de la granja. Supervisar la aplicación del plan de gestión ambiental de la granja y revisar los plazos.,http://data.europa.eu/esco/skill/b13e0689-636d-42d0-86c3-df9d6f85a882 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,supervisar sistemas de gestión ambiental | cumplir las leyes y normas sobre protección medioambiental
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d53eab76-e8ff-4e28-af26-7e012951c763,medir el desempeño de la empresa en términos de sostenibilidad,released,skill/competence,cross-sector,,"Realizar un seguimiento de los indicadores de sostenibilidad y analizar los resultados que está logrando la empresa por lo que respecta a la sostenibilidad, en relación con los Objetivos de Desarrollo Sostenible o con los estándares mundiales para informar sobre la sostenibilidad.
   ",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,cumplir las leyes y normas sobre protección medioambiental
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d589970b-933d-4656-bcb6-a43b3cc67888,controlar la calidad del agua,released,skill/competence,cross-sector,comprobar la calidad del agua | examinar la calidad del agua | observar la calidad del agua,"Medir los factores de calidad del agua: temperatura, oxígeno, salinidad, pH, N2, NO2, NH4, CO2, turbidez y clorofila. Controlar la calidad microbiológica del agua.",http://data.europa.eu/esco/skill/0b3930a2-8a13-4932-8a09-4c72ec8af464,controlar la calidad de los productos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d5bcc417-a004-4165-b7f1-ab739eadd2f4,"características de las ciudades inteligentes ",released,knowledge,sector-specific,prestaciones de ciudades inteligentes,"El uso de tecnologías de macrodatos en el contexto de las ciudades inteligentes para desarrollar ecosistemas de software innovadores en los que puedan crearse funcionalidades de movilidad avanzadas.
   ",http://data.europa.eu/esco/isced-f/0619,tecnologías de la información y la comunicación (tic) no contempladas en la clasificación
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d62755fd-2b38-45b8-aed6-22b4cb36f8c8,supervisar instalaciones de acuicultura,released,skill/competence,sector-specific,controlar instalaciones de acuicultura | administrar instalaciones de acuicultura | gestionar instalaciones de acuicultura,"Supervisar las instalaciones de acuicultura e identificar las necesidades de equipamiento. Comprender los dibujos, planos y principios de diseño de los equipos de acuicultura de diferentes sistemas de contención.",http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,dirigir actividades operativas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d7d39ebe-3960-4c8f-a504-19b441990cfa,eliminar residuos de piensos preparados,released,skill/competence,occupation-specific,deshacerse de los residuos de piensos preparados | reciclar residuos de piensos preparados,"Eliminar los residuos de piensos preparados, procurando al mismo tiempo minimizar el impacto ambiental de la composición de los piensos. Seguir la legislación pertinente.",http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,eliminar residuos o escombros no peligrosos | gestionar residuos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d7d53919-5313-4f23-a701-d12f86c03a60,emplear tecnologías eficientes en el uso de los recursos en la hostelería,released,skill/competence,sector-specific,,"Aplicar mejoras tecnológicas en establecimientos de hostelería, como calentadores de alimentos a vapor sin conexión, válvulas pulverizadoras para preenjuage y grifos de caudal reducido, que optimizan el consumo de agua y energía a la hora de lavar los platos, limpiar y preparar los alimentos.
   ",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,cumplir las leyes y normas sobre protección medioambiental
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d81b58ba-52e4-45fa-9f7c-f59b87fa6041,sistemas de domótica,released,knowledge,sector-specific,,"Instalaciones inteligentes de iluminación, calefacción, seguridad, etc. en edificios residenciales que pueden controlarse a distancia. Los sistemas de domótica tienen como objetivo mejorar la calidad de vida dentro de las casas y los edificios, lo que incluye aumentar la independencia de las personas con discapacidad y contribuir al ahorro de energía.
   ",http://data.europa.eu/esco/isced-f/0714,electrónica y automatización
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d84326c9-a3d3-4e22-a6a1-1ad42a356f10,consultoría en materia de sostenibilidad,released,knowledge,sector-specific,servicios de consultoría en sostenibilidad | servicios de consultoría de sostenibilidad,"Enfoque de consultoría que se utiliza para ayudar a las empresas a saber más acerca de su impacto en la sostenibilidad y aplicar estrategias para ser eficientes y respetuosas con el medio ambiente.
	",http://data.europa.eu/esco/isced-f/0712,tecnología de protección del medio ambiente
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d86babea-bf8b-4552-81a8-daf706066ad6,gestionar el impacto medioambiental de las operaciones,released,skill/competence,cross-sector,gestionar el impacto ambiental de las operaciones | gestionar el impacto de las operaciones en el medioambiente | controlar el impacto ambiental de las operaciones | controlar el impacto de las operaciones en el medioambiente | controlar el impacto medioambiental de las operaciones,"Gestionar la interacción y las repercusiones medioambientales de las empresas. Identificar y evaluar las repercusiones medioambientales del proceso de producción y los servicios conexos, e imponer una reducción de los efectos sobre el medio ambiente y las personas. Organizar planes de acción y supervisar los posibles indicadores de mejora.",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,adoptar vías para reducir el impacto negativo del consumo | cumplir las leyes y normas sobre protección medioambiental
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d96b6330-c73f-443f-9048-702b2226f62b,tratar agua contaminada,released,skill/competence,sector-specific,,"Tratar el agua contaminada mediante una serie de técnicas, como lagunas y cañaverales.
	",http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e,manipular y eliminar materiales peligrosos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9beab8e-1bd0-42a3-bf3e-58a8f647ad96,instalar purificadores de agua,released,skill/competence,sector-specific,colocar sistemas de purificación de agua | colocar purificadores de agua | colocar sistemas de filtrado de aguas,Instalar diferentes tipos de mecanismos que impidan que las impurezas lleguen a las aguas recuperadas. Instalar filtros y membranas de micras para eliminar las impurezas y evitar la entrada de mosquitos en el suministro de agua. Colocar mecanismos de bola para eliminar la primera descarga del agua de lluvia  procedente de techos.,http://data.europa.eu/esco/skill/1abc1d86-e529-42ab-828f-8d4fc225b076 | http://data.europa.eu/esco/skill/2fbc1a35-a641-4016-9534-12364f4cb2a1 | http://data.europa.eu/esco/skill/0b8d15c9-7b4f-4163-b863-fe5b756d3e7f,filtrar líquidos | instalar depósitos de agua | reparar e instalar equipos mecánicos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9d3eb78-a7c6-4076-9e19-df225af2ec62,gestionar el presupuesto de los programas de reciclaje,released,skill/competence,cross-sector,,Gestionar el programa anual de reciclaje y el respectivo presupuesto de una organización.,http://data.europa.eu/esco/skill/193af349-b20e-4277-94bf-b184e92b8d6a,gestionar presupuestos o finanzas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da896663-08b3-409d-aa3d-31f39a8e8d2b,llevar a cabo un estudio de viabilidad sobre sistemas de biomasa,released,skill/competence,sector-specific,,"Analizar y evaluar la viabilidad de una instalación de biomasa. Llevar a cabo un estudio estandarizado para determinar los costes, las limitaciones y los componentes disponibles y realizar una investigación para apoyar el proceso de toma de decisiones.
	",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,ejecutar estudio de viabilidad | analizar operaciones empresariales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dab7c301-2a33-454e-8fed-23218fa28eee,diseño ambiental,released,knowledge,sector-specific,,"Enfoque que se utiliza para hacer frente a problemas medioambientales relacionados con edificios, planos y productos en diversos ámbitos, como la ingeniería, el diseño interior y la arquitectura.
	",http://data.europa.eu/esco/isced-f/0788,"programas y certificaciones interdisciplinarios relacionados con la ingeniería, la industria y la construcción"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dacaebb5-5d85-4f3e-9adb-7c82b4f53189,eliminar residuos alimenticios,released,skill/competence,sector-specific,reciclar residuos alimenticios | deshacerse de los residuos alimenticios,"Eliminar o recoger residuos alimenticios con el fin de reciclarlos o eliminarlos del proceso de producción. Seguir procedimientos establecidos para su eliminación, teniendo en cuenta el entorno y las cuestiones de seguridad con arreglo a la legislación.",http://data.europa.eu/esco/skill/4aba6668-6118-4953-804b-869cef94422a | http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,eliminar residuos no peligrosos | eliminar residuos o escombros no peligrosos | gestionar residuos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dada8e80-2a53-41bf-9eac-f8c1f9971bed,materiales de construcción sostenibles,released,knowledge,sector-specific,materiales sostenibles para la construcción | nanorevestimiento de edificios verdes | nanorecubrimiento para edificios ecológicos | materiales sostenibles para la costrución,"Los tipos de materiales de construcción que minimizan el impacto negativo del edificio para el entorno exterior durante todo su ciclo de vida.
	",http://data.europa.eu/esco/skill/e26e07ca-4a35-42e3-940d-e5868fd38fba | http://data.europa.eu/esco/isced-f/0732,industria de los materiales de construcción | construcción e ingeniería civil
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/db54a4d7-9ea9-4c3d-9bd9-9169e6c1fb4f,modificar sistemas de distribución de energía,released,skill/competence,sector-specific,optimizar sistemas de distribución de energía | analizar sistemas de distribución de energía | revisar sistemas de distribución de energía | poner a punto sistemas de distribución de energía,"Revisar los procedimientos, la programación y las bases de datos para identificar y recomendar cambios en los sistemas de distribución de energía ya existentes, a fin de cumplir los requisitos operativos y los reglamentos.",http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1 | http://data.europa.eu/esco/skill/f2cf57fe-d4cb-4b4a-831d-73171cc73909,"utilizar bases de datos | evaluar sistemas, programas, equipos y productos"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/db9050db-ae5d-4be8-8114-c26f272c3bda,gestionar la salud y la seguridad,released,skill/competence,sector-specific,,"Gestionar las políticas generales de salud, seguridad y sostenibilidad y su aplicación a escala de la organización.",http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,cumplir los procedimientos de salud y seguridad
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dbbe485f-b9c2-42df-ba1c-144a2ecfb119,evaluar posibles conflictos en el sector de la acuicultura,released,skill/competence,occupation-specific,prever posibles conflictos con usuarios finales | determinar posibles conflictos con usuarios finales | reconocer posibles conflictos con usuarios finales,Evaluar los posibles conflictos con otras partes interesadas en relación con el impacto medioambiental de la acuicultura y los conflictos de intereses con otros usuarios de la zona costera.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af,adoptar vías para reducir el impacto negativo del consumo | analizar y evaluar información y datos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dbe63ddf-76f8-4177-a482-fee995a57b77,gestión integrada de plagas,released,knowledge,sector-specific,,"Un enfoque integrado para la prevención o la eliminación de organismos nocivos para los vegetales cuyo objetivo es mantener el uso de plaguicidas y otras formas de intervención solo en niveles que estén justificados desde el punto de vista económico y ecológico y que reduzcan o minimicen los riesgos para la salud humana y el medio ambiente.
	",http://data.europa.eu/esco/skill/6e84c2b5-935a-4958-a410-da42efaf7c27 | http://data.europa.eu/esco/isced-f/0811,técnicas de gestión de plagas | producción agrícola y ganadera
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dbef5042-4b99-4e6f-b2ed-1d33b07b3ed6,asesorar sobre soluciones sostenibles,released,skill/competence,cross-sector,,"Asesorar a empresas sobre soluciones para desarrollar procesos de producción sostenibles, mejorar la eficiencia y la reutilización de los materiales y reducir la huella de carbono.
   ",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,asesorar sobre cuestiones ambientales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dce16d2c-278a-4161-9847-8435e52c96d3,gestionar caudales de agua y cuencas,released,skill/competence,sector-specific,controlar corrientes de agua y cuentas | controlar el flujo de agua y cuencas | controlar caudales de agua y cuencas,"Gestionar los caudales de agua y las cuencas en estanques, lagunas y esclusas.",http://data.europa.eu/esco/skill/583b1fb5-be8d-41f0-aa81-0b6bef4793c2,instalar equipos o sistemas de fontanería o canalización
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dd5451c6-a006-4218-bf94-348d81bed42f,agricultura de conservación,released,knowledge,sector-specific,,"Las técnicas, los métodos y los principios que promueven un uso sostenible de la tierra y el suelo para la producción vegetal. Se basa en los tres principios de cobertura permanente del suelo, perturbación mínima del suelo y diversificación de las especies vegetales.
   ",http://data.europa.eu/esco/isced-f/0811,producción agrícola y ganadera
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dda26251-7331-41fd-871f-1106ca468189,ingeniería del tráfico,released,knowledge,cross-sector,estudios en ingeniería del tráfico,"La subdisciplina de la ingeniería civil que aplica métodos de ingeniería para crear flujos de tráfico de personas y mercancías seguros y eficientes en carreteras, incluidas las aceras, los semáforos y las instalaciones para bicicletas.",http://data.europa.eu/esco/skill/82887396-e5bf-4306-af51-3fe8d82790b2 | http://data.europa.eu/esco/isced-f/0732,ingeniería civil | construcción e ingeniería civil
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dda745dd-b8d6-45d8-8c74-e05495ce90f5,Objetivos de Desarrollo Sostenible,released,knowledge,cross-sector,,"La lista de diecisiete objetivos mundiales fijados por la Asamblea General de las Naciones Unidas y diseñados como estrategia para lograr un futuro mejor y más sostenible para todos.
   ",http://data.europa.eu/esco/isced-f/0319,ciencias sociales y del comportamiento no contempladas en la clasificación
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddbf25f1-b91a-4083-9ef1-cc113a46e4c0,ecosistemas,released,knowledge,cross-sector,características de los ecosistemas | características de los sistemas ecológicos | sistemas ecológicos,Las características del sistema en el que los organismos vivos cohabitan e interactúan con elementos no vivos.,http://data.europa.eu/esco/isced-f/0521,ciencias del medio ambiente
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddce2912-bc0f-4a47-aa2b-c1de48bc4b44,ahorro de energía,released,knowledge,cross-sector,optimización energética,"Práctica de reducir el consumo de energía y de utilizar menos servicios energéticos. Como proceso sostenible, el ahorro de energía se consigue sustituyendo la energía usada por fuentes alternativas, utilizando productos energéticos más eficientes o absteniéndose de usar determinados productos o servicios energéticos.
	",http://data.europa.eu/esco/isced-f/0712,tecnología de protección del medio ambiente
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de131ede-cbfe-4e34-aff4-96f16831c3c4,informar sobre incidentes de contaminación,released,skill/competence,sector-specific,proporcionar información sobre incidentes de contaminación | elaborar informes sobre incidentes de contaminación | comunicar información sobre incidentes de contaminación,"Cuando un incidente provoca contaminación, examinar la magnitud de los daños y cuáles podrían ser las consecuencias e informar al respecto a las instituciones pertinentes tras los procedimientos de notificación de contaminación.",http://data.europa.eu/esco/skill/be6ab363-3de1-427f-a8ef-85d5b0250822 | http://data.europa.eu/esco/skill/20136935-e6a1-417b-81df-9b94d4c2c371 | http://data.europa.eu/esco/skill/24310a7b-5db1-4917-a705-4835630227ca,informar de hechos | notificar incidentes y defectos | elaborar informes de incidentes
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/debd4fe7-58c9-499e-8a7e-b42984afe728,"suministro de calefacción, refrigeración y agua caliente",released,knowledge,sector-specific,,"Los principios del diseño de sistemas de suministro de agua para calefacción, refrigeración y agua caliente sanitaria y la relación con el aislamiento y el ahorro de energía mediante un diseño hidráulico óptimo. La naturaleza de la pérdida de energía de estos sistemas causada por la transferencia de calor, la pérdida de presión (resistencia de los tubos y las válvulas) y la energía eléctrica necesaria para las bombas y las válvulas.
	",http://data.europa.eu/esco/isced-f/0713,electricidad y energía
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df179770-1c8d-4673-a270-481b7e4e6010,diseñar un minisistema eólico,released,skill/competence,sector-specific,,"Diseñar el minisistema eólico, incluyendo baterías e inversores de potencia, con arreglo a otras fuentes de suministro de energía, y la resistencia de la construcción para colocar una miniturbina.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,diseñar sistemas o equipos eléctricos o electrónicos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dfa7be8d-a98d-4fa5-a759-86b6357f38cf,revisar solicitudes de subvención,released,skill/competence,occupation-specific,,"Observar las solicitudes de subvención de particulares, organizaciones benéficas, grupos comunitarios o centros universitarios de investigación con el fin de garantizar que cumplen los criterios de financiación.",http://data.europa.eu/esco/skill/e67fd42d-25f1-4124-b0be-3b1e3bfdd70c,verificar la identidad y la documentación
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dff0087d-25e4-40bf-979e-32fdf2445438,elaborar estrategias para reducir el desperdicio de alimentos,released,skill/competence,cross-sector,,"Elaborar políticas, como la redistribución de comidas para el personal o alimentos, con el fin de reducir, reutilizar y reciclar los desperdicios de alimentos cuando sea posible. Esto incluye examinar las políticas de compra para identificar aspectos a través de los que reducir los desperdicios de alimentos, como por ejemplo las cantidades y la calidad de los productos alimentarios.
	",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,elaborar medidas y procedimientos operativos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0475631-c151-4413-829c-cb5c76b83271,medir la sostenibilidad de actividades turísticas,released,skill/competence,sector-specific,,"Recabar información y realizar un seguimiento y una evaluación de los efectos que tiene el turismo en el medio ambiente, especialmente en las zonas protegidas, en el patrimonio cultural local y la biodiversidad, en un esfuerzo por reducir la huella de carbono de las actividades del sector. Esta actividad incluye la realización de encuestas sobre los visitantes y la determinación de todas las compensaciones necesarias para contrarrestar los daños.
   ",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,hacer seguimiento de condiciones medioambientales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0701805-94ab-4c79-9624-39a7202cbe4f,calcular la amortización de activos,released,skill/competence,occupation-specific,,"Calcular la reducción del valor de un activo, causada, por ejemplo, por daños o cambios en el medio ambiente, de conformidad con la legislación.",http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186 | http://data.europa.eu/esco/skill/f55fac09-92a2-4a88-9a96-ee9fb5b18519,realizar cálculos | determinar valores de bienes o servicios
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e16fca1b-b3e2-4823-bba1-7c755c1caf58,asesorar sobre contaminación por nitrato,released,skill/competence,sector-specific,,"Asesorar sobre las repercusiones y consecuencias de la contaminación provocada por las emisiones de óxido nitroso (incluida la contaminación del suelo debido a los abonos) que contribuyen a la disminución de la capa de ozono y proponer soluciones para mitigar este tipo de acciones.
	",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,asesorar sobre cuestiones ambientales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1da04bb-4de8-4d17-af8a-75ea893fe36a,promover el comportamiento responsable de los consumidores,released,skill/competence,occupation-specific,,"Promover políticas, acciones y programas educativos que fomenten estilos de vida saludables y una participación proactiva en el consumo sostenible, y que den lugar a cambios en las actitudes de los consumidores, los hábitos de compra y las expectativas.",http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"promocionar productos, servicios o programas"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2028206-3060-4e81-8350-77baefabefde,proteger humedales en el desarrollo de proyectos,released,skill/competence,cross-sector,supervisar el impacto de los proyectos de desarrollo en los humedales | controlar el impacto de los proyectos de desarrollo en los humedales | proteger las tierras pantanosas en proyectos de desarrollo | proteger los terrenos pantanosos en proyectos de desarrollo,"Supervisar y responder de forma proactiva a los retos que plantean los humedales en el desarrollo de proyectos. Esforzarse por cuidar y conservar los humedales, encontrando al mismo tiempo soluciones eficientes desde el punto de vista del medio ambiente para el desarrollo de proyectos de infraestructura.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/d5dbc342-8e39-4998-8237-ebbe05a381ce,hacer seguimiento de condiciones medioambientales | gestionar proyectos de investigación y desarrollo
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2bb641f-f647-4229-a48e-9a5ef3526c23,garantizar la seguridad de especies amenazadas y de áreas protegidas,released,skill/competence,sector-specific,velar por la seguridad de especies amenazadas y de áreas protegidas | proteger la seguridad de especies amenazadas y de áreas protegidas,"Garantizar que los proyectos no afecten negativamente a aves migratorias, especies animales raras o amenazadas, hábitats críticos o zonas medioambientalmente protegidas.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,cumplir las leyes y normas sobre protección medioambiental
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e361af91-3e68-4e59-b0e2-bca0ffb416fa,energía marina,released,knowledge,sector-specific,potencia de onda | energía oceánica | poder oceánico | energía mareomotriz | MHK | energía de las olas | energía de las mareas,"Energía generada por el movimiento natural del agua, como las olas oceánicas, las mareas o las corrientes, así como las diferencias de temperatura del agua, como la energía térmica de las aguas frías de las profundidades. Además, se utiliza como fuente de energía renovable.
	",http://data.europa.eu/esco/skill/f8413360-6114-40de-a276-c59b764b9913 | http://data.europa.eu/esco/isced-f/0713,tecnologías de energías renovables | electricidad y energía
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e36c1f47-3913-4d35-a6ae-fd9a7243483f,diseñar redes de ventilación,released,skill/competence,sector-specific,,"Proyectar redes de ventilación. Preparar y planificar la distribución de la ventilación utilizando software especializado. Diseñar sistemas de calefacción o refrigeración según se requiera. Mejorar la eficiencia de la red de ventilación para reducir el consumo de energía, lo que incluye la interacción entre un edificio de consumo de energía casi nulo, su uso y una estrategia de ventilación apropiada.
	",http://data.europa.eu/esco/skill/6caa915b-b80d-4b43-8bbc-54914e0d5032 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,gestionar sistemas de ventilación de minas | diseñar estructuras o instalaciones
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e381f278-7218-4f30-a7b6-34dc3eb7e4a8,reforestación,released,knowledge,sector-specific,restauración forestal | forestación | repoblación forestal,"Métodos de recuperación de zonas deforestadas para revertir la destrucción de los bosques y reverdecer un número importante de hectáreas. Las estrategias como la plantación de nuevos árboles, la protección de los ecosistemas frente a la destrucción o la siembra de semillas forman parte de estos métodos de reforestación.
	",http://data.europa.eu/esco/isced-f/082,silvicultura
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3f2c37f-e484-4b4c-ad82-f565a2b98f89,monitores de gestión ambiental,released,knowledge,sector-specific,,El material y equipo adecuados para la medición y el control directo de los parámetros medioambientales.,http://data.europa.eu/esco/isced-f/0712,tecnología de protección del medio ambiente
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3fcd642-5f9c-48ee-be58-258dd895d281,recabar datos biológicos,released,skill/competence,cross-sector,recolectar datos biológicos | reunir datos biológicos | obtener datos biológicos,"Recoger muestras biológicas, registrar y resumir los datos biológicos para su utilización en estudios técnicos, desarrollar planes de gestión medioambiental y productos biológicos.",http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,recopilar información procedente de fuentes físicas o electrónicas
